#,utterance_id,translation,emotion_words,asl_gloss,count_asl_gloss,negative,wh_question,yes_no_question,topic_focus,conditional_when,role_shift,head_pos_tilt_fr_bk,head_pos_turn,head_pose_tilt_side,head_pose_jut,head_mvmt_nod,head_mvmt_nod_cycles,head_mvmt_shake,head_mvmt_side_to_side,head_mvmt_jut,body_lean,shoulders,face_eye_brows,face_eye_gaze,face_eye_aperture,face_nose,face_mouth,face_cheeks,count_face_eye_brows,count_face_eye_gaze,count_face_eye_aperture,count_face_nose,count_face_mouth,count_face_cheeks
1379824,5596228,Why is dad upset? I have no idea...,upset,(25)WHY;FATHER;(P)UPSET;part:indef;KNOWNEG;KNOWNEG,6,negation,whq,,,,,back;slightly front,right,slightly left;left,back,slight single head nod,,slight rapid head shake,,,back/left;forward/left,,lowered,other,squint;squint;blink,wrinkle,lips pursed: mm;open & tongue visible;lips pursed corners down,,1,1,3,1,3,0
1379824,5596229,Who is Liz's famous sister?,famous,ns-fs-LIZ;SISTER;IX-3p:i;FAMOUS;WHO,5,,whq,,,,,slightly back;further back,,slightly right,further forward,,,slight rapid head shake,,,,,lowered,into space;other;into space,squint;further squinted;further lowered;further squinted,,tongue out;smile mouth open;sh;open & tense;lips pursed: oo,,1,3,4,0,5,0
1379824,5597513,"""I suggest that you don`t fly with American Airlines because their plane tickets are expensive.""  ""No. Well, yes, they are probably expensive but if they are really expensive, I`m stuck because they are the only one with a direct flight from Boston to Miami.""",suggest;don,"POSS-1p;SUGGEST;NOT;5hey no;FLY-BY-PLANE;ns-AMERICAN-AIRLINES;5wave no;EXPENSIVE_2;NO;5ok, hey;EXPENSIVE_2;BUT;IF;IX-3p:i;EXPENSIVE;IX-1p;STUCK;ANYWAY/NOT-MATTER;ONLY;ONE;WITH;FLY-BY-PLANE;STRAIGHT;FROM;ns-BOSTON;TO/UNTIL;ns-fs-MIAMI;part:indef",28,negation;negation;negation;negation,,,,conditional,other,slightly back;slightly front;slightly back;slightly front;back;slightly back,right;right,slightly left;slightly right;right;left;further right;slightly left;slightly left;slightly right;slightly left,slightly back;slightly back;forward;forward;slightly back;further forward;slightly forward;forward;forward;back;further back;slightly forward,single;rapid,,slight single head shake;slight rapid head shake;single;slight single head shake;slight rapid head shake,,,forward;slightly right,raised;raised;shrug,slightly lowered;slightly raised;lowered;slightly raised;lowered;further raised;lowered,other;into space;into space;other;other;into space;left;left;into space;down;left;into space;into space;into space,squint;lowered lid;squint;closed;further squinted;blink;wide;blink;wide;blink;squint;closed;further lowered;lowered lid;wide;blink;squint;blink;slightly wide,,intense;open & corners down;intense;lips spread & crnrs down;intense;open & tongue visible;lips spread & crnrs down;smile mouth open;bite lower lip;right tense;open & tongue visible;lips pursed: oo;tongue out;lips pursed: oo-tight;lips spread;lips pursed: mm;bite lower lip;right tense,,7,14,19,0,18,0
1379824,5595735,Would the game finish before six?,,GAME;FINISH;BEFORE_2;SIX;QMwg;part:indef,6,,,yes-no question,,,,front,left,slightly right,slightly forward,,,,,,,,raised-furrowed,left;left;left,squint,,intense;bite lower lip;bite lower lip;intense,,1,3,1,0,4,0
1379824,5597019,Does the party tonight start at 8 or 9?,start,(P)PARTY;NIGHT;START;EIGHT;NINE;part:indef,6,,whq,,topic,,,back;slightly front,,left,,,,rapid,,,,,raised;further lowered,left;left,slightly wide;slightly squinted;further squinted;squint,wrinkle,lips pursed: mm;lips pursed: oo;open & tongue visible;raised upper lip,,2,2,4,1,4,0
1379824,5596525,Is Bill planning on moving to New York?,planning,ns-fs-BILL;PLAN;MOVE;ns-NEW-YORK;QMwg,5,,,yes-no question,,,,front;further front,slightly left;left;further left,right;further right,forward,,,,,,,,further raised;raised-furrowed,left;into space;into space;into space,wide;squint,,lips pursed: mm;tongue sucked in quickly;lips pursed: mm;lips pursed: oo;open & round,,2,4,2,0,5,0
1379824,5597810,"""The water I drank tasted funny."" ""No it tastes normal to me.""",,IX-1p;DRINK;WATER;IX-3p:i;TASTE;FUNNY;5perplexed;NO;TASTE;NORMAL;TO/UNTIL;IX-1p;I don't know,13,negation,,,,,other,back;slightly back;slightly front,slightly right;slightly left,left;right,,,,slight rapid head shake,,,slightly back;back/right,,further lowered;further lowered,down;other;into space;to addressee;left;to addressee,blink;further squinted;closed;further squinted;blink;blink;further squinted;squint;blink,wrinkle;wrinkle,lips spread & crnrs down;open & corners down;raised upper lip;open & corners down;bite lower lip;intense;lips pursed: mm;lips pursed: oo-tight;open & tense;lips pursed corners down,,2,6,9,2,10,0
1379824,5596031,Did Jack and Sue already meet?,sue,IX-3p-pl-2:i/j;ns-fs-JACK;ns-fs-SUE;MEET;PAST;FINISH;QMwg,7,,,yes-no question,topic,,,slightly back;front,slightly left,slightly right;right,forward,,,,,,,,raised;further raised;raised-furrowed,other;left;to addressee,slightly wide;slightly wide;slightly squinted,,lips pursed: oo;lips pursed: mm;bite lower lip;sh,,3,3,3,0,4,0
1379824,5597315,"You'll see Mary at the party. Would you tell her to call me?"" ""I doubt that I'll be going out but if I see her I will tell her to call you.""",doubt,IX-2p;FUTURE;SEE;IX-2p;ns-fs-MARY;IX-3p:j;(P)PARTY;NOT-MIND;TELL:j;j:CALL-BY-PHONE-1p;part:indef;NO;IX-1p;DOUBT;FUTURE;GO-OUT;IX-loc:k;BUT;IF;IX-1p;SEE:j;IX-2p;IX-1p;FUTURE;TELL:i;CALL-BY-PHONE:k;5of course,27,negation,,yes-no question,,conditional,other,back;slightly back;front;back,slightly right;right,slightly left;left;left;left;slightly right;slightly left,forward;slightly back;forward,slight rapid head nod;slight rapid head nod,,slow,,,forward;slightly forward,raised;shrug,further lowered;further raised;slightly lowered;lowered;raised;further raised;lowered,other;to addressee;left;down;into space;left;into space;into space;into space;left;into space;other;left,squint;lowered lid;squint;blink;lowered lid;closed;blink;further squinted;blink;squint;wide;blink;further lowered;slightly lowered,,lips spread & crnrs down;intense;intense;open & round;lips pursed: oo;lips spread & crnrs up;lips pursed: mm;tongue sucked in quickly;open & tongue visible;bite lower lip;lips pursed: oo-tight;open & round;tongue sucked in quickly;lips pursed corners down,,7,13,14,0,14,0
1379824,5597316,Someone bought the car. Who was it?,,SOMETHING/ONE;BUY;CAR;WHO;part:indef,5,,whq,,,,,back;slightly front,left;further left,slightly right,forward,,,rapid,,,slightly forward,,lowered;further lowered,other;into space;left,slightly squinted;squint,,lips pursed: mm;open & round;lips pursed: oo-tight,,2,3,2,0,3,0
1379824,5596822,Who arrived late?,late,WHO;ARRIVE;LATE;part:indef;WHO,5,,whq,,,,,,,,forward,,,slight slow head shake,,,forward,,further lowered,left;down/right,squint,wrinkle,lips pursed: oo-tight;bite lower lip;open & tongue visible;lips pursed: oo,,1,2,1,1,4,0
1379824,5596327,Where did Sue move?,sue,ns-fs-SUE;MOVE;WHERE,3,,whq,,,,,back,further left,slightly right;right,forward,,,slight rapid head shake,,,,,slightly lowered;lowered,down;left;left,slightly squinted;squint,,lips pursed: oo;lips pursed: oo-tight;lips pursed: mm;lips pursed: oo;lips pursed: oo,,2,3,2,0,5,0
1379824,5597612,"""He/she shouldn't go to the baseball game because it's going to rain."" ""No, it's not going to rain, and even if it did, the baseball game wouldn't be cancelled.""",,IX-3p:i;MUST;NOT;GO-OUT;(S)BASEBALL;5wave no;FUTURE;RAIN;NO;FUTURE;NOT;RAIN;BUT;IF;RAIN;STILL;REFUSE;CANCEL/CRITICIZE;ANYWAY/NOT-MATTER;part:indef,20,negation;negation;negation,,,,conditional,other,slightly front;slightly back;slightly front,,left;right;left;left,,rapid,,slow;rapid;slight rapid head shake,,,slightly forward;slightly forward;back/right,shrug,slightly lowered;further lowered;further raised;slightly lowered,other;other;into space;into space;left;into space;into space;into space,squint;blink;closed;further squinted;squint;wide;blink;further squinted;blink;squint;lowered lid;blink,tensed;slightly tensed;wrinkle,intense;lips pursed: mm;blow;open & tongue visible;lips pursed: oo-tight;lips pursed: mm;open & tongue visible;bite lower lip;open & round;lips spread & crnrs up,,4,8,12,3,10,0
1379824,559798,"""It never snows here in Boston."" ""Yes, it snows a lot in Boston. Have you spent a winter here before?""",spent,HERE;ns-BOSTON;NEVER;SNOW;5perplexed;5wave no;YES;SNOW;A-LOT;IX-3p:i;FINISH;SPEND;COLD;HERE;PAST;part:indef,16,negation,,,sentence-initial adverb,,other,back;slightly back;back;front;back,left;right,slightly left;left;left,forward;back,rapid,,slow;rapid,,,forward;slightly forward,,further raised;further lowered;raised-furrowed;raised,other;left;other;left;to addressee;to addressee;left;to addressee;left;to addressee;left,slightly squinted;further squinted;squint;blink;squint;blink;squint;slightly wide;blink;squint;blink;squint,wrinkle;tensed;wrinkle,intense;bite lower lip;lips pursed: oo;lips pursed: oo-tight;open & tense;smile mouth open;tongue on lwr lip;smile mouth open;smile mouth open;lips spread & crnrs up,,4,11,12,3,10,0
1379824,559799,"""You are afraid of heights, right?"" ""No, I'm not afraid of heights. Why would you think that?",afraid;afraid,IX-3p:i;ADULT-TALL;fs-HEIGHT;AFRAID;CORRECT;QMwg;NO;IX-1p;NOT;(25)WHY;IX-3p:i;THINK;THAT;part:indef,14,negation,whq,yes-no question,,,other,slightly back;front;back;front,further right;left,left;right,slightly back,rapid,,slight rapid head shake,,,back/right;forward,,raised;raised-furrowed;further lowered,other;other;to addressee;left;left;to addressee;into space,slightly wide;squint;wide;blink;slightly squinted;blink,,smile mouth open;intense;lips pursed: oo-tight;intense;lips pursed corners down;lips spread & crnrs down;open & corners down;lips pursed corners down;open & tongue visible;tongue out;lips spread & crnrs down,,3,7,6,0,11,0
1379824,5595834,Did someone win the lottery?,lottery,fs-LOTTERY;IX-loc:i;SOMETHING/ONE;WIN;QMwg,5,,,yes-no question,topic,,,slightly back;front,slightly left;right,slightly right;left,forward,,,,,,,,raised;right raised/left furrowed,into space;left,slightly wide;wide,,open & round;lips pursed: oo,,2,2,2,0,2,0
1379824,5597118,Who found my keys?,found,WHO;FIND/FIND-OUT;POSS-1p;KEY;WHO,5,,whq,,,,,,right,,forward,,,slight rapid head shake,,,slightly forward,,lowered,other;other,wide;slightly squinted,,open & round;lips pursed: oo-tight;bite lower lip;smile mouth open,,1,2,2,0,4,0
1379824,559807,"""We will serve peanut butter to everyone that likes it."" ""No, Beth is allergic to peanut butter. She can't eat it so we can't serve it.""",serve;eat;serve,IX-1p;FUTURE;SERVICE;NUT;BUTTER;ALL_2;LIKE;A-OK;5wave no;IX-3p:i;ns-fs-BETH;5whoa;ALLERGY;CANNOT;EAT;NUT;BUTTER;5wave no,18,negation;negation,,,topic,,other,back;back;slightly front;back,right;slightly left,left;left;right,,slight slow head nod;slight rapid head nod,,slow,,,back/left;back/right,further raised,further lowered;raised-furrowed;lowered,other;down/right;left;other;left;to addressee;down/left;to addressee;left;left,blink;slightly squinted;lowered lid;blink;lowered lid;blink;slightly squinted;wide;squint;wide;closed;slightly wide;blink;slightly squinted,,lips spread & crnrs down;bite lower lip;lips spread & crnrs down;smile mouth open;right tense;tongue out;open & tongue visible;lips spread & crnrs down;open & tense;lips pursed: mm;tongue out;open & tongue visible;intense;right tense;intense,,3,10,14,0,15,0
1379824,5596624,Who loves Bill?,,WHO;LOVE;ns-fs-BILL;part:indef,4,,whq,,,,,slightly front,left,,forward,,,rapid,,,forward,shrug,slightly lowered,left;left,squint;slightly squinted,,lips pursed: oo-tight;open & tongue visible;bite lower lip;lips spread & crnrs up;tongue out;lips spread & crnrs up,,1,2,2,0,6,0
1379824,5596130,How many children does Phil have?,,HOW-MANY;CHILDREN;ns-fs-PHIL;HAVE;part:indef,5,,whq,,,,,slightly front;front,left,right,forward;forward,,,slight rapid head shake,,,,,lowered,to addressee;to addressee,slightly squinted;squint,wrinkle,open & tongue visible;lips pursed: mm;sh;bite lower lip;tongue out;open & tongue visible;bite lower lip,,1,2,2,1,7,0
1379824,5597414,"“Don`t eat cookies with butter.” “Well, I like cookies, but if they have butter, I still don`t care.”",don;eat;don,"5wave no;NOT;EAT;COOKIE;5wave no;IX-loc:i;WITH;BUTTER;5wave no;5ok, hey;IX-1p;LIKE;BUT;IF;IX-3p:i;BUTTER;IX-1p;NOT-CARE;part:indef",19,negation;negation,,,,conditional,other,further front;front;slightly back;slightly front;slightly front,right;left;further left,slightly right;slightly right;slightly left;slightly right;left;right;slightly left;left;further left,forward;back;slightly forward;forward;forward,slow,,slight rapid head shake;slow,,,forward,shrug,further lowered;further raised;raised;further raised,other;other;down/right;left;down/left;into space;down;into space;left;left,further squinted;blink;further squinted;squint;blink;lowered lid;closed;slightly lowered;blink;slightly lowered;wide;closed,,intense;open & corners down;intense;lips pursed: mm;intense;lips spread & crnrs down;tongue on lwr lip;open & tongue visible;bite lower lip;open & round;right tense,,4,10,12,0,11,0
1379824,5595636,Are Jen and Joe married?,,IX-3p-pl-2:i/j;ns-fs-JEN;ns-fs-JOE;MARRY;IX-3p-pl-2:i/j;QMwg,6,,,yes-no question,,,,back;front,,slightly right;right,,,,,,,,,slightly lowered;raised-furrowed,into space;down/left;into space;left,slightly wide,,sh;open & round;lips pursed: mm,,2,4,1,0,3,0
1379824,5596920,You look like you don't feel good. Are you okay - what's wrong?,don;good;wrong,IX-2p;FACE;NOT;FEEL;GOOD/THANK-YOU;IX-3p:j;OK;IX-2p;WRONG;part:indef,10,negation,whq,,,,,slightly front;front,right,,slightly forward;forward;forward;forward,,,slight rapid head shake,,,back/left;slightly forward,,further lowered;raised-furrowed,down/right;down/right,further squinted;squint;blink,,open & corners down;bite lower lip;open & corners down;lips pursed corners down,,2,2,3,0,4,0
1379824,5596921,What kind of car did you buy yesterday?,kind,CAR;IX-3p:i;(flat-O)PAY/SPEND;YESTERDAY;DO-DO;KIND;part:indef,7,,whq,,topic,,,slightly back;front,right,left,forward;further forward,,,slight rapid head shake,,,,,raised;further lowered,down/right;down/right,wide;slightly squinted;blink,wrinkle,open & round;lips pursed: mm;open & round;lips pursed: oo-tight;open & round;lips pursed corners down,,2,2,3,1,6,0
1512939,72115217,The coat you just bought looks warm!,,COAT;RECENT-PAST;PAY/BUY;IX-3p:i;FACE;WARM;IX-3p:i,7,,,,,,,slightly back;slightly front;front,right;further right,further left,slightly forward;slightly forward;forward,,,,,,,,raised;lowered,down/right;other;other,slightly wide;blink;further lowered;blink;further squinted;blink;lowered lid,,,,2,3,7,0,0,0
1512939,23644440,How many children does Phil have?,,ns-fs-PHIL;HAVE;HOW-MANY;CHILDREN;IX-3p-pl-arc;HOW-MANY;part:indef,7,,whq,,topic,,,back;slightly back,slightly left;further left,slightly right;slightly right;slightly right,forward,,,slight rapid head shake,,,slightly forward,,raised;lowered,down/right,wide;slightly squinted,,open & corners down,,2,1,2,0,1,0
1512939,71361818,"The guy who hit the parked car at the red light was talking on the phone, I think",hit,IX-3p:i;LCL:3parked car;RED;LIGHT;HIT_2;IX-1p;FEEL;IX-3p:j;CARAGENT;CARAGENT;PHONE;L-XI don't know;THINK;LI don't know,14,,,,,,,slightly back;slightly back,left;further left;slightly right;right;slightly right,slightly right;left;slightly right;slightly left;slightly left,slightly forward;back;forward,slight rapid head nod,,,,,back/right,raised,raised;lowered;slightly raised;slightly lowered,down/left;down/right,lowered lid;squint;closed;squint;slightly lowered;blink;further lowered;blink;lowered lid,,lips pursed: mm;open & tongue visible;lips spread & crnrs down;lips pursed corners down,,4,2,9,0,4,0
1512939,72003359,The people I met last night were really interesting!,interesting,PEOPLE;IX-1p;MEET;PASTNIGHT;PASTNIGHT;IX-3p:i;(L-X)INTERESTING;5-C-Lthat's the way it is,8,,,,,,,back;further front,slightly right;right,slightly right;slightly left;further left,forward;forward,slow,,,,,left,,raised;lowered,,slightly lowered;blink;squint;closed;squint,tensed,lips pursed: mm;tongue out;open & tense;smile mouth open,,2,0,5,1,4,0
1512939,96483105,Who found the key?,found,IX-3p:i;fs-KEY;FIND/FIND-OUT;IX-3p:i;WHO,5,,whq,,topic;topic,,,back,slightly right;left,slightly right;slightly right,slightly forward,,,slight slow head shake,,,,,raised;further raised;lowered,other;left,wide;slightly squinted;squint,,,,3,2,3,0,0,0
1512939,19055395,Did Bill move to New York?,,ns-fs-BILL;MOVE;ns-NEW-YORK;QMwg,4,,,yes-no question,topic,,,front,left,slightly right;right,slightly forward,,,,,,,,slightly raised;raised,down/right,wide,,open & round,,2,1,1,0,1,0
1512939,65713197,I think the man caught breaking and entering a house in Newton is the same man responsible for the break-ins in Brookline.,responsible;break,IX-3p:i;(5)MAN;NAB;BREAK;ENTER;HOUSE;IX-loc:j;ns-fs-NEWTON;FEEL;ALSO;(5)MAN;IX-3p:i;RESPONSIBILITY;BREAK;IX-loc-pl-arc;IN;ns-BROOKLINE;5I don't know,18,,,,,,,slightly back;slightly front;back;slightly front,right;further right;left;right;left;slightly left,right;left;right;left,slightly back,slight rapid head nod,,,,,back/left;back/left;forward/left,,raised;lowered;slightly raised;lowered;slightly lowered;slightly raised,,slightly lowered;blink;slightly squinted;squint;blink;blink;squint;slightly squinted;blink;slightly lowered;further lowered;slightly wide;slightly wide,wrinkle;tensed,left tense;lips pursed: oo;lips pursed: oo-tight;lips spread & crnrs down;lips pursed: mm;left tense;lips pursed corners down,,6,0,13,2,7,0
1512939,69413690,Last night I rented an awful movie.,awful,PASTNIGHT;PASTNIGHT;IX-1p;fs-RENT;MOVIE;WOW/AWFUL;5forget it,7,,,,topic,,,slightly back;slightly front,slightly left;slightly right;right,slightly right;left,slightly forward,,,slight rapid head shake,,,,,raised;lowered,,lowered lid;slightly lowered;slightly squinted;closed;further squinted;squint;blink,wrinkle,lips pursed: mm;open & round,,2,0,7,1,2,0
